analysis_id	biosample_id	individual_id	experiment_id	analysis_operation_id	analysis_operation_label
pgxcs-ltoiltx8	pgxbs-kftvhko2	pgxind-kftx3iv6	pgx:TCGA.3169a2ce-1431-4512-be11-34d9038f748a	EDAM:operation_3227	Variant Calling
pgxcs-ltohtk14	pgxbs-kftvhy3o	pgxind-kftx3tn6	pgx:TCGA.45cd4775-799b-4894-82d5-2b887fdc7262	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0n7l	pgxbs-kftvi1gv	pgxind-kftx3r9g	pgx:TCGA.61367375-8317-4cae-86cf-2fd65ab8abc8	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8404	pgxbs-kftvhs2i	pgxind-kftx3hky	pgx:TCGA.778cfc29-210b-455e-8130-85094940d628	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2pnz	pgxbs-kftvi8p1	pgxind-kftx3wl5	pgx:TCGA.545c9110-4fed-4927-beb0-47cd8bc17b3b	EDAM:operation_3227	Variant Calling
pgxcs-ltoh9qlp	pgxbs-kftvhju6	pgxind-kftx3h7c	pgx:TCGA.7dafe515-fefb-4656-ab96-b72e09e041f7	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6t0l	pgxbs-kftvi0w2	pgxind-kftx3jgo	pgx:TCGA.73ee34e8-422d-4ab1-b0f0-da8a5a2dd9ab	EDAM:operation_3227	Variant Calling
pgxcs-ltohzo5h	pgxbs-kftvhpa0	pgxind-kftx3i2v	pgx:TCGA.fae10552-1d8a-4970-b733-5aa0f498fbc8	EDAM:operation_3227	Variant Calling
pgxcs-ltoh86ug	pgxbs-kftvi3gu	pgxind-kftx3hkb	pgx:TCGA.7ca5cb1c-ded0-4735-b36d-8497baf6a65b	EDAM:operation_3227	Variant Calling
pgxcs-ltohfdur	pgxbs-kftvhot7	pgxind-kftx3n9x	pgx:TCGA.56652dde-33da-451e-a1c2-6e9884f9915a	EDAM:operation_3227	Variant Calling
pgxcs-ltohaaxx	pgxbs-kftvhn5i	pgxind-kftx3lps	pgx:TCGA.4da87998-a3a3-4f8d-bdd0-06c340613113	EDAM:operation_3227	Variant Calling
pgxcs-ltoh63h6	pgxbs-kftvhtsx	pgxind-kftx3k33	pgx:TCGA.73af0f78-cc37-43ff-8f46-524a9ba80eda	EDAM:operation_3227	Variant Calling
pgxcs-ltohmlok	pgxbs-kftvhvyp	pgxind-kftx3sdr	pgx:TCGA.d5fea363-fdcb-49fe-8d5a-caca12d7ea2c	EDAM:operation_3227	Variant Calling
pgxcs-ltohsfcd	pgxbs-kftvhsgn	pgxind-kftx3q8r	pgx:TCGA.99e4cd00-819e-49c0-ab2a-847f03cd5cc2	EDAM:operation_3227	Variant Calling
pgxcs-ltoii3si	pgxbs-kftvhvgc	pgxind-kftx3rv7	pgx:TCGA.c46d2ade-620c-44a6-93ba-8edda9909c1b	EDAM:operation_3227	Variant Calling
pgxcs-ltohh6ld	pgxbs-kftvi2or	pgxind-kftx3k3p	pgx:TCGA.2920ca1c-6035-4350-ada4-c60d485dbfff	EDAM:operation_3227	Variant Calling
pgxcs-ltohobyl	pgxbs-kftvhyu4	pgxind-kftx3l3j	pgx:TCGA.a30b45f5-c6e4-4975-a912-8313d93dfd27	EDAM:operation_3227	Variant Calling
pgxcs-ltohifjt	pgxbs-kftvi2g3	pgxind-kftx3pqq	pgx:TCGA.e1df2e78-ade5-4ff7-a636-95c79e23b942	EDAM:operation_3227	Variant Calling
pgxcs-ltohbsje	pgxbs-kftvi1re	pgxind-kftx3hc5	pgx:TCGA.2eb58022-5f91-4f18-a35c-17dfc457599b	EDAM:operation_3227	Variant Calling
pgxcs-ltoiexfk	pgxbs-kftvi8l8	pgxind-kftx3s3p	pgx:TCGA.21221c70-eb36-4c3f-89cf-2c7a1e5999ff	EDAM:operation_3227	Variant Calling
pgxcs-ltohf36w	pgxbs-kftvi7g1	pgxind-kftx3mrz	pgx:TCGA.3257e690-9306-434f-b6ac-17da58ab1243	EDAM:operation_3227	Variant Calling
pgxcs-ltohsef2	pgxbs-kftvi8ef	pgxind-kftx3h0y	pgx:TCGA.317b72a8-0332-4db8-b9d1-9a26d9907a24	EDAM:operation_3227	Variant Calling
pgxcs-ltohv0u8	pgxbs-kftvhsug	pgxind-kftx3qj5	pgx:TCGA.e417cb26-f6e8-4a31-b7e0-5bb43fd587b1	EDAM:operation_3227	Variant Calling
pgxcs-ltohz9op	pgxbs-kftvi0ej	pgxind-kftx3un2	pgx:TCGA.2950ab92-f806-4cc6-b81e-4352973dc8aa	EDAM:operation_3227	Variant Calling
pgxcs-ltoi4efv	pgxbs-kftvi5fn	pgxind-kftx3sxg	pgx:TCGA.df92851b-7dfb-4ff7-b03f-37e332496ba6	EDAM:operation_3227	Variant Calling
pgxcs-ltohwbbl	pgxbs-kftvhn9m	pgxind-kftx3ltu	pgx:TCGA.092afc9d-a76a-4513-921e-4745ed1123e6	EDAM:operation_3227	Variant Calling
pgxcs-ltohxp1a	pgxbs-kftvhyog	pgxind-kftx3twr	pgx:TCGA.7ef088b6-bf95-4a00-81c6-f4789a4dc468	EDAM:operation_3227	Variant Calling
pgxcs-ltoib5mt	pgxbs-kftvhxse	pgxind-kftx3su7	pgx:TCGA.ea78a749-5aee-44e6-9592-b2e20eeb7ff9	EDAM:operation_3227	Variant Calling
pgxcs-ltohdnuw	pgxbs-kftvhqno	pgxind-kftx3ou3	pgx:TCGA.1c1d49ed-4dea-4fd0-9952-393470502e81	EDAM:operation_3227	Variant Calling
pgxcs-ltohukue	pgxbs-kftvi88x	pgxind-kftx3wfi	pgx:TCGA.be3b4702-4307-4d22-b69d-2786eb7c204e	EDAM:operation_3227	Variant Calling
pgxcs-ltoifp5f	pgxbs-kftvi0l9	pgxind-kftx3k1u	pgx:TCGA.41555f97-0269-4f3d-ab13-6b0ae08d1ff5	EDAM:operation_3227	Variant Calling
pgxcs-ltoi11vj	pgxbs-kftvhucv	pgxind-kftx3ie0	pgx:TCGA.cc207e89-0a9c-4756-bdf1-5fab8b444022	EDAM:operation_3227	Variant Calling
pgxcs-ltoikc9v	pgxbs-kftvhykd	pgxind-kftx3mlt	pgx:TCGA.75e6cd5f-d328-40da-bfbd-ae4210ef627b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi202x	pgxbs-kftvi5m1	pgxind-kftx3w6v	pgx:TCGA.ca294343-b497-4423-96d7-21337e9b3395	EDAM:operation_3227	Variant Calling
pgxcs-ltoibbu7	pgxbs-kftvhupf	pgxind-kftx3o3z	pgx:TCGA.819c66a0-7074-495e-9993-80a858f46b82	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0x1y	pgxbs-kftvhpti	pgxind-kftx3nkn	pgx:TCGA.e9c6562e-dbdb-464e-933d-1d41c11f4ba0	EDAM:operation_3227	Variant Calling
pgxcs-ltohug1w	pgxbs-kftvhnet	pgxind-kftx3lyw	pgx:TCGA.f68159ad-a0e9-4f9f-ad68-a29d53772982	EDAM:operation_3227	Variant Calling
pgxcs-ltohlbc1	pgxbs-kftvhnzb	pgxind-kftx3miw	pgx:TCGA.928f7462-c492-4e30-b17e-d4f9cb203035	EDAM:operation_3227	Variant Calling
pgxcs-ltohqxjm	pgxbs-kftvhk5v	pgxind-kftx3ib0	pgx:TCGA.4508baf5-ec75-4c7a-8f69-fbd7f6b43a6c	EDAM:operation_3227	Variant Calling
pgxcs-ltoho7k3	pgxbs-kftvhoo0	pgxind-kftx3n54	pgx:TCGA.f8495459-caf7-47ca-9b6a-7fe11ff1ba11	EDAM:operation_3227	Variant Calling
pgxcs-ltohd3xe	pgxbs-kftvi88l	pgxind-kftx3fxz	pgx:TCGA.d9689254-afe2-4544-af54-e02670bd5ebd	EDAM:operation_3227	Variant Calling
pgxcs-ltohwpz3	pgxbs-kftvi3uj	pgxind-kftx3una	pgx:TCGA.1ab08501-81db-434d-8f1a-672a5054661c	EDAM:operation_3227	Variant Calling
pgxcs-ltohcz45	pgxbs-kftvhr5m	pgxind-kftx3p9h	pgx:TCGA.94d34c1f-3f94-4fe1-9e63-0ea7c232ac3a	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6z94	pgxbs-kftvhsbx	pgxind-kftx3q5b	pgx:TCGA.09d7fab5-a646-463d-b12c-5e534d19423b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi412n	pgxbs-kftvi5l9	pgxind-kftx3mb7	pgx:TCGA.bd53c653-834c-42a2-b333-1bb64db23bce	EDAM:operation_3227	Variant Calling
pgxcs-ltoha36d	pgxbs-kftvi6p9	pgxind-kftx3w7w	pgx:TCGA.17c87439-9981-4e25-968e-0d29db603e49	EDAM:operation_3227	Variant Calling
pgxcs-ltoi4bco	pgxbs-kftvi59d	pgxind-kftx3vni	pgx:TCGA.4769eff8-1976-426e-9ac0-85bb370cab1f	EDAM:operation_3227	Variant Calling
pgxcs-ltohltrt	pgxbs-kftvhodm	pgxind-kftx3les	pgx:TCGA.ff4195cc-e15c-4e9d-9caa-f74d7f0681d9	EDAM:operation_3227	Variant Calling
pgxcs-ltohnrc7	pgxbs-kftvi6u2	pgxind-kftx3on2	pgx:TCGA.5fce29d3-4250-4696-b691-d4bc953c21cd	EDAM:operation_3227	Variant Calling
pgxcs-ltohejwz	pgxbs-kftvi8fx	pgxind-kftx3k2s	pgx:TCGA.e242adb8-db67-475e-a0e4-52a622666b12	EDAM:operation_3227	Variant Calling
pgxcs-ltohq25g	pgxbs-kftvi77n	pgxind-kftx3vty	pgx:TCGA.df558928-53b4-4b93-bcdd-30ca9043108f	EDAM:operation_3227	Variant Calling
pgxcs-ltoicxvf	pgxbs-kftvi7wg	pgxind-kftx3gzj	pgx:TCGA.086f3f8f-1ad5-4d44-805b-fa029ec916c5	EDAM:operation_3227	Variant Calling
pgxcs-ltoiei33	pgxbs-kftvhtxz	pgxind-kftx3ra2	pgx:TCGA.ceee2de7-f93e-4a1b-986c-97e3f7b8a140	EDAM:operation_3227	Variant Calling
pgxcs-ltohz076	pgxbs-kftvhmd5	pgxind-kftx3gyq	pgx:TCGA.7b14fefd-12e2-4720-b16c-a6ddfed0e615	EDAM:operation_3227	Variant Calling
pgxcs-ltohr2rc	pgxbs-kftvhr62	pgxind-kftx3p9u	pgx:TCGA.ad85b3c6-281a-48b6-a057-cbede73b75fb	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7wwf	pgxbs-kftvhn9w	pgxind-kftx3lu2	pgx:TCGA.627b9ff8-2557-4470-824a-b76a8bcd1e9f	EDAM:operation_3227	Variant Calling
pgxcs-ltoik03j	pgxbs-kftvi7hb	pgxind-kftx3qfw	pgx:TCGA.8aa1a5f6-3548-494a-857b-e08124aeb9a9	EDAM:operation_3227	Variant Calling
pgxcs-ltoia8q4	pgxbs-kftvhjng	pgxind-kftx3hqd	pgx:TCGA.985f2e16-e330-4896-b5e7-971fb8be57ed	EDAM:operation_3227	Variant Calling
pgxcs-ltoi59p1	pgxbs-kftvhl3q	pgxind-kftx3jcg	pgx:TCGA.de3d658f-5dd9-4f16-9282-e02162ee486c	EDAM:operation_3227	Variant Calling
pgxcs-ltohtcyy	pgxbs-kftvi0fz	pgxind-kftx3unp	pgx:TCGA.52254562-f812-4023-bb00-55e2d766eadb	EDAM:operation_3227	Variant Calling
pgxcs-ltohvull	pgxbs-kftvi9ua	pgxind-kftx3hv5	pgx:TCGA.a2667408-6465-4258-9e68-f88ec3cd7b7d	EDAM:operation_3227	Variant Calling
pgxcs-ltoih7z3	pgxbs-kftvhufi	pgxind-kftx3l2z	pgx:TCGA.db096d6f-9a5b-421e-97e8-83b9c7f10e30	EDAM:operation_3227	Variant Calling
pgxcs-ltoif3g5	pgxbs-kftvi17j	pgxind-kftx3t3h	pgx:TCGA.3cbdee56-19f7-4a7a-850e-a7664e67c919	EDAM:operation_3227	Variant Calling
pgxcs-ltoii9zv	pgxbs-kftvhiqm	pgxind-kftx3goo	pgx:TCGA.570101b6-3670-4d1a-a94d-0ddc8df42061	EDAM:operation_3227	Variant Calling
pgxcs-ltohkf4z	pgxbs-kftvhz8n	pgxind-kftx3u5n	pgx:TCGA.35fd9c18-60d0-4974-b96f-bd6b2b9a49c8	EDAM:operation_3227	Variant Calling
pgxcs-ltoil4nw	pgxbs-kftvhvmk	pgxind-kftx3s5p	pgx:TCGA.76b87139-e8f9-4221-b63e-940848e8c52c	EDAM:operation_3227	Variant Calling
pgxcs-ltoig801	pgxbs-kftvhkng	pgxind-kftx3iud	pgx:TCGA.df817250-9a2c-42e8-ad90-0d9e13fe37b3	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2fey	pgxbs-kftvi91y	pgxind-kftx3oa9	pgx:TCGA.28428f8d-2361-410d-9b7e-961d653400e3	EDAM:operation_3227	Variant Calling
pgxcs-ltohr1mw	pgxbs-kftvhl4n	pgxind-kftx3jdi	pgx:TCGA.83437041-d9dd-45a6-a0ac-17307ffb9513	EDAM:operation_3227	Variant Calling
pgxcs-ltohno61	pgxbs-kftvhjom	pgxind-kftx3hrn	pgx:TCGA.30a9b54d-f5db-4e81-a8b3-60f6e50c5c41	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9ahb	pgxbs-kftvi18s	pgxind-kftx3iuj	pgx:TCGA.922ea7d7-2f0f-47b3-bc8c-6a55203ebecb	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3tr6	pgxbs-kftvhjjj	pgxind-kftx3hm2	pgx:TCGA.f7e730b2-be2b-4b47-8a55-2c888758ed6a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6lfb	pgxbs-kftvhrtp	pgxind-kftx3ps6	pgx:TCGA.37e9c5a5-4c5d-41f9-b14d-12337432caca	EDAM:operation_3227	Variant Calling
pgxcs-ltoherwj	pgxbs-kftvhspt	pgxind-kftx3ldu	pgx:TCGA.c5181ae5-bd05-459f-920d-26bd31bd9088	EDAM:operation_3227	Variant Calling
pgxcs-ltoibcfb	pgxbs-kftvi8yg	pgxind-kftx3rjm	pgx:TCGA.74a436c7-f7ba-4f98-bb12-d90b29c9df68	EDAM:operation_3227	Variant Calling
pgxcs-ltoikpzp	pgxbs-kftvhk5e	pgxind-kftx3iae	pgx:TCGA.0e8e5466-a151-405f-96d3-3d827119056b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6lsr	pgxbs-kftvhkxj	pgxind-kftx3j5b	pgx:TCGA.2fea9b96-3434-4a38-bd69-a5fec3d8f960	EDAM:operation_3227	Variant Calling
pgxcs-ltohr8oa	pgxbs-kftvhiy7	pgxind-kftx3gx9	pgx:TCGA.97e9e40e-8e50-4c48-9431-66fb3e0e9fef	EDAM:operation_3227	Variant Calling
pgxcs-ltohfw6a	pgxbs-kftvho2b	pgxind-kftx3mlp	pgx:TCGA.ea374aee-6a13-48f1-bbe3-736b2913c058	EDAM:operation_3227	Variant Calling
pgxcs-ltohwo3o	pgxbs-kftvhngi	pgxind-kftx3m0h	pgx:TCGA.c83bed5c-c690-49b6-bee6-6dacf0f3db91	EDAM:operation_3227	Variant Calling
pgxcs-ltohgif6	pgxbs-kftvhj01	pgxind-kftx3gza	pgx:TCGA.a0a82f7b-1761-4002-b494-3b0887292651	EDAM:operation_3227	Variant Calling
pgxcs-ltohsq9d	pgxbs-kftvhnj2	pgxind-kftx3m37	pgx:TCGA.a3f8dcad-c42a-4070-80c4-782627bbaca2	EDAM:operation_3227	Variant Calling
pgxcs-ltoildv3	pgxbs-kftvhxq6	pgxind-kftx3ptt	pgx:TCGA.41a03a2c-133a-4d97-a7a5-f32ff8b2b697	EDAM:operation_3227	Variant Calling
pgxcs-ltohg31b	pgxbs-kftvi3ga	pgxind-kftx3i80	pgx:TCGA.652c3b39-d1cb-42e8-98e1-2acb0011bd50	EDAM:operation_3227	Variant Calling
pgxcs-ltoi97h5	pgxbs-kftvi45d	pgxind-kftx3t01	pgx:TCGA.2ffc8824-9340-4d4a-b9da-9ea56d766cde	EDAM:operation_3227	Variant Calling
pgxcs-ltohvcda	pgxbs-kftvi9kz	pgxind-kftx3jh8	pgx:TCGA.92c74118-761e-4fc7-b5dd-7e457254602d	EDAM:operation_3227	Variant Calling
pgxcs-ltohb92f	pgxbs-kftvi2qg	pgxind-kftx3vgr	pgx:TCGA.03be8fe5-aa79-4c4a-826e-2052d470c33b	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8a8d	pgxbs-kftvhyfj	pgxind-kftx3fln	pgx:TCGA.834bca7a-b13c-4618-b089-be975723a196	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1ik2	pgxbs-kftvhpm3	pgxind-kftx3nzt	pgx:TCGA.450dfcb0-f059-4427-9a72-ea51dc48956e	EDAM:operation_3227	Variant Calling
pgxcs-ltohv522	pgxbs-kftvho5u	pgxind-kftx3mp0	pgx:TCGA.0a21720b-c36f-402b-b0f4-69570fce8976	EDAM:operation_3227	Variant Calling
pgxcs-ltohnk26	pgxbs-kftvhs1x	pgxind-kftx3pya	pgx:TCGA.b534999a-a60d-4da7-a152-90ce37df4ce0	EDAM:operation_3227	Variant Calling
pgxcs-ltohgxfa	pgxbs-kftvhpzr	pgxind-kftx3ocj	pgx:TCGA.7423b7ef-05e4-4b6c-bad0-bb815d6cfa9a	EDAM:operation_3227	Variant Calling
pgxcs-ltohr5py	pgxbs-kftvi265	pgxind-kftx3v9z	pgx:TCGA.b3324652-05ad-4e88-87d6-afcd9d6d6300	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9pkq	pgxbs-kftvi8v9	pgxind-kftx3pz0	pgx:TCGA.d9b66125-cf32-4928-9488-8efb146684f9	EDAM:operation_3227	Variant Calling
pgxcs-ltohl58t	pgxbs-kftvhkyc	pgxind-kftx3j68	pgx:TCGA.b62429c3-0fd0-459f-a6d9-396825c1d36f	EDAM:operation_3227	Variant Calling
pgxcs-ltohfcl3	pgxbs-kftvhq6h	pgxind-kftx3n2a	pgx:TCGA.702cc8d9-38f6-474a-bd7e-e56820c5a5b0	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2nxc	pgxbs-kftvhrh3	pgxind-kftx3pie	pgx:TCGA.e4bf6516-5305-4917-b278-f3c993884758	EDAM:operation_3227	Variant Calling
pgxcs-ltohdwr2	pgxbs-kftvhlk7	pgxind-kftx3ju0	pgx:TCGA.84310df4-82f5-4d8c-accc-ec77bd030eca	EDAM:operation_3227	Variant Calling
pgxcs-ltohuap2	pgxbs-kftvi0ad	pgxind-kftx3l94	pgx:TCGA.b89de3cc-6c93-4612-addb-e9ff18b1b30d	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8pt9	pgxbs-kftvhkr9	pgxind-kftx3fe6	pgx:TCGA.68788942-0af1-4c4a-9f7b-d53a13ab7c68	EDAM:operation_3227	Variant Calling
pgxcs-ltohn45a	pgxbs-kftvi29m	pgxind-kftx3vbe	pgx:TCGA.e04d1d7e-09e0-48d3-896c-666a58308cab	EDAM:operation_3227	Variant Calling
pgxcs-ltohy8kc	pgxbs-kftvi2pq	pgxind-kftx3sf2	pgx:TCGA.486403dc-c250-4088-9eed-a4032391d9d8	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1uve	pgxbs-kftvhkfg	pgxind-kftx3im8	pgx:TCGA.69cfb7ce-0b44-4ea2-8fbd-c94eba042589	EDAM:operation_3227	Variant Calling
pgxcs-ltoi42tj	pgxbs-kftvhj7x	pgxind-kftx3h89	pgx:TCGA.f091c76e-5d01-4f4b-8f6f-463c9f302930	EDAM:operation_3227	Variant Calling
pgxcs-ltohflvr	pgxbs-kftvhxud	pgxind-kftx3git	pgx:TCGA.383f29d6-7db7-42a3-a2f3-fb69dca65f83	EDAM:operation_3227	Variant Calling
pgxcs-ltohi8k8	pgxbs-kftvi0dl	pgxind-kftx3oiu	pgx:TCGA.ce3c01d9-e8c7-4bd6-84f9-741f38b07267	EDAM:operation_3227	Variant Calling
pgxcs-ltoh9den	pgxbs-kftvhv13	pgxind-kftx3rsk	pgx:TCGA.2fd1998c-1ea4-42eb-84b9-db352da9cf25	EDAM:operation_3227	Variant Calling
pgxcs-ltohfwqg	pgxbs-kftvi7yf	pgxind-kftx3v2a	pgx:TCGA.58038c32-1359-49eb-aafe-2f44ec697f52	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7srx	pgxbs-kftvhrai	pgxind-kftx3pdd	pgx:TCGA.75d8ea2a-c187-4633-9725-3dcf061412ef	EDAM:operation_3227	Variant Calling
pgxcs-ltohw9yq	pgxbs-kftvi69t	pgxind-kftx3wba	pgx:TCGA.1624f434-259b-4782-afe1-7ac3d13d7807	EDAM:operation_3227	Variant Calling
pgxcs-ltoid6jt	pgxbs-kftvhxls	pgxind-kftx3td4	pgx:TCGA.d663817a-472d-45d9-818a-da26258ff62f	EDAM:operation_3227	Variant Calling
pgxcs-ltohlc7n	pgxbs-kftvi1va	pgxind-kftx3qjl	pgx:TCGA.e6ff00d4-c0aa-417e-acec-ae4727ae63b0	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7qtu	pgxbs-kftvhtwe	pgxind-kftx3r9c	pgx:TCGA.41ffc690-3e16-48e8-ba47-0f6a8b064c2b	EDAM:operation_3227	Variant Calling
pgxcs-ltohosvz	pgxbs-kftvi5b4	pgxind-kftx3hgf	pgx:TCGA.ada8729c-e37a-4f29-a32c-a8487bed4aa6	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2rs4	pgxbs-kftvhscf	pgxind-kftx3q5t	pgx:TCGA.043765f1-ffbd-4ac9-b0ae-733c3643083d	EDAM:operation_3227	Variant Calling
pgxcs-ltohw79n	pgxbs-kftvi6h3	pgxind-kftx3pfc	pgx:TCGA.6706e0c7-9ed7-4f65-8f5e-ee9342213499	EDAM:operation_3227	Variant Calling
pgxcs-ltoih0zz	pgxbs-kftvi8tb	pgxind-kftx3sc4	pgx:TCGA.b98aa84f-5144-4062-badc-32e89368d684	EDAM:operation_3227	Variant Calling
pgxcs-ltohfnwl	pgxbs-kftvhiv3	pgxind-kftx3gtt	pgx:TCGA.5b3977d1-818e-4f61-9b09-0dc5085a183b	EDAM:operation_3227	Variant Calling
pgxcs-ltohsk5g	pgxbs-kftvhty1	pgxind-kftx3f7e	pgx:TCGA.0f2659dc-b65f-440d-a0a8-aefa23363346	EDAM:operation_3227	Variant Calling
pgxcs-ltohjw59	pgxbs-kftvi8to	pgxind-kftx3ujk	pgx:TCGA.bb98ff62-4cd8-46d6-9a85-8439265be40b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9yzk	pgxbs-kftvhl0j	pgxind-kftx3j8n	pgx:TCGA.265746f6-d199-4a3f-b553-e22208c87aad	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0cr6	pgxbs-kftvi0dt	pgxind-kftx3t1i	pgx:TCGA.b9eeeaf9-5a04-4f93-b2fb-897377bd57f4	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9u2w	pgxbs-kftvhpwz	pgxind-kftx3oa7	pgx:TCGA.7ef1c29d-2804-4c46-bce1-c9dbab392eb5	EDAM:operation_3227	Variant Calling
pgxcs-ltohl21k	pgxbs-kftvhzq1	pgxind-kftx3qrl	pgx:TCGA.d7d6840e-b1dd-475e-ac69-704bbe4e17bb	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9eyw	pgxbs-kftvi4aj	pgxind-kftx3p27	pgx:TCGA.cc4521be-a451-4c9c-99f1-a701a289f690	EDAM:operation_3227	Variant Calling
pgxcs-ltoig209	pgxbs-kftvi7om	pgxind-kftx3lxn	pgx:TCGA.00a59c97-91b4-413e-8d9e-674753997221	EDAM:operation_3227	Variant Calling
pgxcs-ltohegpd	pgxbs-kftvi6ii	pgxind-kftx3w3g	pgx:TCGA.ad7bb206-4bad-4d3e-9db4-c76514398ec9	EDAM:operation_3227	Variant Calling
pgxcs-ltoikl67	pgxbs-kftvi8y9	pgxind-kftx3i4m	pgx:TCGA.b2905a3f-810b-4e74-af5c-42d513d91746	EDAM:operation_3227	Variant Calling
pgxcs-ltohwp7x	pgxbs-kftvi0m8	pgxind-kftx3ol9	pgx:TCGA.c827a8b9-359c-4a6f-b950-839b3fb0c097	EDAM:operation_3227	Variant Calling
pgxcs-ltohuzoq	pgxbs-kftvhhx2	pgxind-kftx3fpb	pgx:TCGA.8cf68bb1-5966-40cd-a038-e9e91e608766	EDAM:operation_3227	Variant Calling
pgxcs-ltoijrel	pgxbs-kftvi1uy	pgxind-kftx3upm	pgx:TCGA.a34342d8-c1b5-4043-aaad-23d2c63a5241	EDAM:operation_3227	Variant Calling
pgxcs-ltoihvuh	pgxbs-kftvhk4z	pgxind-kftx3i9x	pgx:TCGA.7d9667d6-b468-4148-8d99-f8716ba24f1e	EDAM:operation_3227	Variant Calling
pgxcs-ltohzgjc	pgxbs-kftvi6dc	pgxind-kftx3jyw	pgx:TCGA.ea556296-ec05-4e4f-b95e-6bf02abb4463	EDAM:operation_3227	Variant Calling
pgxcs-ltoid2wf	pgxbs-kftvhzph	pgxind-kftx3lzi	pgx:TCGA.08b21fc8-ce08-47c4-b715-6e34213edc07	EDAM:operation_3227	Variant Calling
pgxcs-ltohyasv	pgxbs-kftvhptr	pgxind-kftx3o6z	pgx:TCGA.c53e6fd9-76e1-44c3-af36-d1d0dfc2802a	EDAM:operation_3227	Variant Calling
pgxcs-ltoijhjc	pgxbs-kftvhxna	pgxind-kftx3te7	pgx:TCGA.22bd7e4c-3bca-4803-941a-17d9dbecc1a8	EDAM:operation_3227	Variant Calling
pgxcs-ltoia3oz	pgxbs-kftvi39b	pgxind-kftx3nj5	pgx:TCGA.5bd08756-9dfd-4b50-ba8a-a389bd863a39	EDAM:operation_3227	Variant Calling
pgxcs-ltohf78o	pgxbs-kftvi6b4	pgxind-kftx3ueq	pgx:TCGA.96403ba9-28a3-4bfd-a53c-6d9ecd05ebb4	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2x83	pgxbs-kftvhtzn	pgxind-kftx3nyg	pgx:TCGA.e67e2bbe-8c3f-41b1-be3c-c89555a10aee	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8enz	pgxbs-kftvi32w	pgxind-kftx3szb	pgx:TCGA.c6045243-4072-4342-8fb1-f2bbea55fe7b	EDAM:operation_3227	Variant Calling
pgxcs-ltohkgd8	pgxbs-kftvhj8r	pgxind-kftx3h9a	pgx:TCGA.8469cc34-990a-4b48-90a1-aa38d5023280	EDAM:operation_3227	Variant Calling
pgxcs-ltoihcn4	pgxbs-kftvhv9c	pgxind-kftx3gd3	pgx:TCGA.64db482b-943a-42f4-9af9-03d1704cd9da	EDAM:operation_3227	Variant Calling
pgxcs-ltoigxi4	pgxbs-kftvhk68	pgxind-kftx3ibg	pgx:TCGA.96d1655d-0a5e-4e2e-b9eb-f422ced79483	EDAM:operation_3227	Variant Calling
pgxcs-ltohxust	pgxbs-kftvhva0	pgxind-kftx3ry5	pgx:TCGA.6c05cfbf-4858-45d1-b5b8-d943a542d196	EDAM:operation_3227	Variant Calling
pgxcs-ltohjd6k	pgxbs-kftvhind	pgxind-kftx3gkx	pgx:TCGA.456e428b-3aa2-4faa-b608-df0fe17189ef	EDAM:operation_3227	Variant Calling
pgxcs-ltohwlus	pgxbs-kftvhk8s	pgxind-kftx3ieg	pgx:TCGA.bcb1bab9-d7d0-49c8-b7be-175011bc4965	EDAM:operation_3227	Variant Calling
pgxcs-ltohzrlh	pgxbs-kftvhs00	pgxind-kftx3ki2	pgx:TCGA.0f43b42c-ee65-4df3-bdff-2101e15b7c9b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8sfp	pgxbs-kftvi8y7	pgxind-kftx3q5j	pgx:TCGA.368856fa-f513-448e-a65c-cd61b1bb798a	EDAM:operation_3227	Variant Calling
