icdom	icdom_label	icdot	icdot_label	ncit	ncit_label	ncit_depth	count
85811	Thymoma, type A, NOS	C37.9	Thymus	C6454	Thymoma Type A	6	1
88303	Malignant fibrous histiocytoma 	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C4247	Undifferentiated Pleomorphic Sarcoma	7	1
88963	Myxoid leiomyosarcoma 	C54.0	fallopian tube	C3701	Myxoid Leiomyosarcoma	8	1
82113	Tubular adenocarcinoma	C20.9	Rectum, NOS	C65192	Tubular Adenocarcinoma	5	1
84903	Signet ring cell carcinoma	C16.0	Cardia, NOS	C3774	Signet Ring Cell Carcinoma	5	1
85603	Adenosquamous carcinoma 	C18.2	Ascending colon	C3727	Adenosquamous Carcinoma	5	1
87203	Malignant melanoma, NOS 	C71.3	parietal lobe	C8711	Non-Cutaneous Melanoma	4	1
87203	Malignant melanoma, NOS 	C74.9	Adrenal gland, NOS	C8711	Non-Cutaneous Melanoma	4	1
87713	Epithelioid cell melanoma	C44.7	Skin of lower limb and hip	C4236	Epithelioid Cell Melanoma	4	1
80833	Basaloid squamous cell carcinoma	C53.9	Cervix uteri	C54244	Basaloid Squamous Cell Carcinoma	5	1
88583	Dedifferentiated liposarcoma 	C49.5	Connective, Subcutaneous and other soft tissues of pelvis	C3704	Dedifferentiated Liposarcoma	7	1
80523	Squamous cell papilloma, NOS	C34.3	Lower lobe, lung	C4102	Papillary Squamous Cell Carcinoma	5	1
81203	Transitional cell carcinoma, NOS	C67.5	Bladder neck	C39851	Bladder Urothelial Carcinoma	7	1
87203	Malignant melanoma, NOS 	C54.1	Endometrium	C8711	Non-Cutaneous Melanoma	4	1
87423	Lentigo maligna melanoma	C44.2	External ear	C9151	Lentigo Maligna Melanoma	6	1
88903	Leiomyosarcoma,NOS 	C49.8	Overlapping lesion of connective, subcutaneous and other soft tissues	C3158	Leiomyosarcoma	7	1
85003	Infiltrating duct carcinoma, NOS	C25.8	Overlapping lesion of pancreas	C4194	Invasive ductal carcinoma, not otherwise specified	7	1
88583	Dedifferentiated liposarcoma 	C16.9	Stomach, NOS	C3704	Dedifferentiated Liposarcoma	7	1
80833	Basaloid squamous cell carcinoma	C01.9	tongue	C54244	Basaloid Squamous Cell Carcinoma	5	1
87203	Malignant melanoma, NOS 	C49.4	Connective, subcutaneous and other soft tissues of abdomen	C8711	Non-Cutaneous Melanoma	4	1
82603	Papillary adenocarcinoma, NOS	C67.1	Dome of bladder	C2853	Papillary Adenocarcinoma	5	1
82603	Papillary adenocarcinoma, NOS	C34.8	Overlapping lesion of lung	C2853	Papillary Adenocarcinoma	5	1
85413	Paget disease and infiltrating duct carcinoma of breast	C50.9	Breast, NOS	C47857	Paget Disease of the Breast	6	1
83353	Follicular carcinoma, encapsulated	C73.9	Thyroid gland	C65200	Thyroid Gland Follicular Carcinoma, Minimally Invasive	10	2
83353	Follicular carcinoma, encapsulated	C73.9	Thyroid gland	C8054	Thyroid Gland Follicular Carcinoma	9	2
82603	Papillary adenocarcinoma, NOS	C34.3	Lower lobe, lung	C2853	Papillary Adenocarcinoma	5	1
84803	Mucinous adenocarcinoma	C80.9	Unknown primary site	C26712	Mucinous Adenocarcinoma	5	1
87213	Nodular melanoma	C44.7	Skin of lower limb and hip	C4225	Nodular Melanoma	5	1
81743	Hepatocellular carcinoma, clear cell type	C22.0	Liver	C3099	Hepatocellular Carcinoma	7	1
80833	Basaloid squamous cell carcinoma	C04.9	floor of mouth, NOS	C54244	Basaloid Squamous Cell Carcinoma	5	1
80903	Basal cell carcinoma, NOS	C50.9	Breast, NOS	C2921	Skin Basal Cell Carcinoma	6	1
86803	Paraganglioma, malignant	C72.9	Nervous system, NOS	C8559	Malignant Paraganglioma	6	1
88023	Giant cell sarcoma	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C66759	Giant Cell Sarcoma	-1	1
80903	Basal cell carcinoma, NOS	C54.9	Corpus uteri	C2921	Skin Basal Cell Carcinoma	6	1
87213	Nodular melanoma	C44.6	Skin of upper limb and shoulder	C4225	Nodular Melanoma	5	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C01.9	tongue	C65173	Non-Keratinizing Large Cell Squamous Cell Carcinoma	-1	1
94513	Oligodendroglioma, anaplastic 	C71.1	frontal lobe	C6959	Anaplastic Oligoastrocytoma	8	1
80223	Pleomorphic carcinoma	C50.9	Breast, NOS	C5161	Pleomorphic breast carcinoma	-1	1
80703	Squamous cell carcinoma, NOS	C34.0	Main bronchus	C3493	Lung Squamous Cell Carcinoma	6	1
87003	Pheochromocytoma, malignant	C74.1	Medulla of adrenal gland	C4220	Malignant Adrenal Gland Pheochromocytoma	8	1
87720	Spindle cell nevus, NOS	C34.3	Lower lobe, lung	C27007	Spitz Nevus	5	1
80833	Basaloid squamous cell carcinoma	C09.9	Tonsil, NOS	C54244	Basaloid Squamous Cell Carcinoma	5	1
88903	Leiomyosarcoma,NOS 	C49.4	Connective, subcutaneous and other soft tissues of abdomen	C3158	Leiomyosarcoma	7	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C34.3	Lower lobe, lung	C65173	Non-Keratinizing Large Cell Squamous Cell Carcinoma	-1	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C32.9	Larynx, NOS	C65173	Non-Keratinizing Large Cell Squamous Cell Carcinoma	-1	1
84803	Mucinous adenocarcinoma	C53.9	Cervix uteri	C26712	Mucinous Adenocarcinoma	5	1
88543	Pleomorphicliposarcoma 	C49.0	Head, neck	C3705	Pleomorphic Liposarcoma	7	1
82553	Adenocarcinoma with mixed subtypes	C16.3	Gastric antrum	C4004	Gastric Adenocarcinoma	6	1
86801	Paraganglioma, NOS 	C48.0	Retroperitoneum	C3308	Paraganglioma	5	1
94403	Glioblastoma,NOS	C71.8	Overlapping lesion of brain	C3058	Glioblastoma	8	1
80203	Carcinoma, undifferentiated, NOS	C54.1	Endometrium	C3692	Undifferentiated Carcinoma	4	2
80203	Carcinoma, undifferentiated, NOS	C54.1	Endometrium	C126769	Endometrial Dedifferentiated Carcinoma	-1	2
80703	Squamous cell carcinoma, NOS	C53.0	Endocervix	C4028	Cervical Squamous Cell Carcinoma, Not Otherwise Specified	9	1
85853	Thymoma, type B3, malignant	C38.1	Anterior mediastinum	C7997	Thymoma Type B3	7	1
83803	Endometrioid adenocarcinoma, NOS	C54.9	Corpus uteri	C6287	Endometrial Endometrioid Adenocarcinoma	12	1
87000	Pheochromocytoma, NOS 	C74.1	Medulla of adrenal gland	C3326	Adrenal Gland Pheochromocytoma	7	1
86931	Extra-adrenal paraganglioma, NOS	C49.4	Connective, subcutaneous and other soft tissues of abdomen	C3309	Extra-Adrenal Paraganglioma	6	1
87203	Malignant melanoma, NOS 	C22.0	Liver	C3224	Melanoma	3	1
85743	Adenocarcinoma with neuroendocrine differentiation	C18.9	Colon, NOS	C66745	Adenocarcinoma with Neuroendocrine Differentiation	5	1
82603	Papillary adenocarcinoma, NOS	C16.0	Cardia, NOS	C4004	Gastric Adenocarcinoma	6	1
86801	Paraganglioma, NOS 	C49.3	thoracic wall	C3308	Paraganglioma	5	1
85843	Thymoma, type B2, malignant	C38.3	Mediastinum, NOS	C6889	Malignant Type B2 Thymoma	8	1
88583	Dedifferentiated liposarcoma 	C49.3	thoracic wall	C3704	Dedifferentiated Liposarcoma	7	1
80713	Squamous cell carcinoma, keratinizing, NOS	C04.0	Anterior floor of mouth	C4105	Keratinizing Squamous Cell Carcinoma	5	1
88903	Leiomyosarcoma,NOS 	C40.2	Long bones of lower limb and associated joints	C3158	Leiomyosarcoma	7	1
84803	Mucinous adenocarcinoma	C16.1	Fundus of stomach	C5248	Mucinous Gastric Adenocarcinoma	8	1
81403	Adenocarcinoma, NOS	C34.0	Main bronchus	C3512	Lung Adenocarcinoma	7	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C08.0	Submandibular gland 	C8851	Diffuse Large B-Cell Lymphoma	9	1
87723	Spindle cell melanoma, NOS	C69.8	Overlapping lesion of eye and adnexa	C4237	Spindle Cell Melanoma	4	1
86803	Paraganglioma, malignant	C74.9	Adrenal gland, NOS	C8559	Malignant Paraganglioma	6	1
82603	Papillary adenocarcinoma, NOS	C34.9	Lung, NOS	C5650	Lung papillary adenocarcinoma	8	1
80833	Basaloid squamous cell carcinoma	C10.9	Oropharynx, NOS	C54244	Basaloid Squamous Cell Carcinoma	5	1
87303	Amelanotic melanoma 	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C3802	Amelanotic melanoma 	4	1
90523	Epithelioid mesothelioma, malignant 	C34.9	Lung, NOS	C7985	Epithelioid Mesothelioma	6	1
82113	Tubular adenocarcinoma	C15.5	Lower third of esophagus	C65192	Tubular Adenocarcinoma	5	1
80703	Squamous cell carcinoma, NOS	C03.0	Upper Gum	C129857	Gingival squamous cell carcinoma	8	1
80503	Papillary carcinoma, NOS	C50.9	Breast, NOS	C2927	Papillary Carcinoma	4	1
95403	Malignant peripheral nerve sheath tumor 	C70.1	Spinal meninges	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
87203	Malignant melanoma, NOS 	C76.3	Pelvis, NOS	C8711	Non-Cutaneous Melanoma	4	1
89803	Carcinosarcoma, NOS 	C54.1	Endometrium	C9180	Uterine Corpus Carcinosarcoma	9	1
82603	Papillary adenocarcinoma, NOS	C18.2	Ascending colon	C2853	Papillary Adenocarcinoma	5	1
85233	Infiltrating duct mixed with other types of carcinoma	C50.3	Lower-inner quadrant of breast	C5214	Breast adenocarcinoma	5	1
84613	Serous surface papillary carcinoma	C54.1	Endometrium	C4182	Serous Surface Papillary Carcinoma	6	1
82553	Adenocarcinoma with mixed subtypes	C18.9	Colon, NOS	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
87713	Epithelioid cell melanoma	C44.6	Skin of upper limb and shoulder	C4236	Epithelioid Cell Melanoma	4	1
86931	Extra-adrenal paraganglioma, NOS	C38.0	Heart	C3309	Extra-Adrenal Paraganglioma	6	1
94013	Astrocytoma, anaplastic 	C71.1	frontal lobe	C9477	Anaplastic Astrocytoma	8	1
90403	Synovialsarcoma,NOS 	C49.3	thoracic wall	C3400	Synovial Sarcoma	-1	1
87203	Malignant melanoma, NOS 	C71.9	Brain, NOS	C8711	Non-Cutaneous Melanoma	4	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C34.1	Upper lobe, lung	C65173	Non-Keratinizing Large Cell Squamous Cell Carcinoma	-1	1
85863	Thymic carcinoma, NOS	C38.1	Anterior mediastinum	C7569	Thymic Carcinoma	5	1
80713	Squamous cell carcinoma, keratinizing, NOS	C06.0	Cheeck mucosa	C4105	Keratinizing Squamous Cell Carcinoma	5	1
84013	Apocrine adenocarcinoma	C50.9	Breast, NOS	C2852	Colon Adenocarcinoma	4	1
87003	Pheochromocytoma, malignant	C75.5	Aortic body and other paraganglia	C4220	Malignant Adrenal Gland Pheochromocytoma	8	1
81443	Adenocarcinoma, intestinal type	C16.9	Stomach, NOS	C9157	Gastric Intestinal Type Adenocarcinoma	8	1
85503	Acinar cell carcinoma	C34.2	Middle lobe, lung	C5649	Acinar Lung Adenocarcinoma	8	1
81403	Adenocarcinoma, NOS	C15.1	Thoracic esophagus	C4025	Esophageal Adenocarcinoma	6	1
87723	Spindle cell melanoma, NOS	C69.9	Eye, NOS	C4237	Spindle Cell Melanoma	4	1
80713	Squamous cell carcinoma, keratinizing, NOS	C06.2	Retromolar area	C4105	Keratinizing Squamous Cell Carcinoma	5	1
84413	Serous cystadenocarcinoma, NOS	C54.3	Fundus uteri	C3778	Serous Cystadenocarcinoma	6	1
83303	Follicular adenocarcinoma, NOS	C73.9	Thyroid gland	C8054	Thyroid Gland Follicular Carcinoma	9	1
82503	Bronchiolo-alveolar adenocarcinoma, NOS	C34.3	Lower lobe, lung	C2923	Minimally invasive lung adenocarcinoma 	8	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C77.1	Intrathoracic lymph nodes	C8851	Diffuse Large B-Cell Lymphoma	9	1
95403	Malignant peripheral nerve sheath tumor 	C47.1	Peripheral nerves and autonomic nervous system of upper limb and shoulder	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
87203	Malignant melanoma, NOS 	C41.0	Maxilla	C8711	Non-Cutaneous Melanoma	4	1
88583	Dedifferentiated liposarcoma 	C63.1	Spermatic cord	C3704	Dedifferentiated Liposarcoma	7	1
87203	Malignant melanoma, NOS 	C07.9	Parotid gland 	C8711	Non-Cutaneous Melanoma	4	1
83803	Endometrioid adenocarcinoma, NOS	C53.0	Endocervix	C3769	Endometrioid Adenocarcinoma	6	1
87203	Malignant melanoma, NOS 	C76.2	abdomen, NOS	C8711	Non-Cutaneous Melanoma	4	1
88963	Myxoid leiomyosarcoma 	C48.0	Retroperitoneum	C3701	Myxoid Leiomyosarcoma	8	1
94013	Astrocytoma, anaplastic 	C71.2	temporal lobe	C9477	Anaplastic Astrocytoma	8	1
80703	Squamous cell carcinoma, NOS	C41.1	Mandible	C2929	Squamous Cell Carcinoma	4	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C71.6	Cerebellum	C8851	Diffuse Large B-Cell Lymphoma	9	1
86911	Aortic body tumor	C49.3	thoracic wall	C4218	Aorticopulmonary Paraganglioma	-1	1
90413	Synovial sarcoma, spindle cell	C64.9	Kidney, NOS	C4277	Spindle Cell Synovial Sarcoma	-1	1
87713	Epithelioid cell melanoma	C44.5	Skin of trunk	C4236	Epithelioid Cell Melanoma	4	1
88583	Dedifferentiated liposarcoma 	C18.6	Descending colon	C3704	Dedifferentiated Liposarcoma	7	1
84413	Serous cystadenocarcinoma, NOS	C48.0	Retroperitoneum	C3778	Serous Cystadenocarcinoma	6	1
88053	Undifferentiated sarcoma 	C49.5	Connective, Subcutaneous and other soft tissues of pelvis	C27096	Undifferentiated (Embryonal) Sarcoma	-1	1
88513	Liposarcoma, well differentiated 	C48.0	Retroperitoneum	C4250	Well Differentiated Liposarcoma	7	1
80703	Squamous cell carcinoma, NOS	C67.9	Bladder, NOS	C4031	Bladder Squamous Cell Carcinoma	7	1
94403	Glioblastoma,NOS	C71.1	frontal lobe	C3058	Glioblastoma	8	1
80703	Squamous cell carcinoma, NOS	C53.1	Exocervix	C4028	Cervical Squamous Cell Carcinoma, Not Otherwise Specified	9	1
87203	Malignant melanoma, NOS 	C77.2	Intra-abdominal lymph nodes	C8711	Non-Cutaneous Melanoma	4	1
89503	Mullerian mixed tumor	C54.3	Fundus uteri	C3730	Mixed Mesodermal (Mullerian) Tumor	5	1
85003	Infiltrating duct carcinoma, NOS	C50.2	Upper-inner quadrant of breast	C4017	Ductal breast carcinoma	6	1
85003	Infiltrating duct carcinoma, NOS	C50.5	Lower-outer quadrant of breast	C4017	Ductal breast carcinoma	6	1
88903	Leiomyosarcoma,NOS 	C40.3	Short bones of lower limb and associated joints	C3158	Leiomyosarcoma	7	1
87703	Mixed epithelioid and spindle cell melanoma	C49.2	Connective, Subcutaneous and other soft tissues of lower limb and hip	C66756	Mixed Epithelioid and Spindle Cell Melanoma	4	1
88003	Sarcoma,NOS 	C48.0	Retroperitoneum	C9306	Soft Tissue Sarcoma	5	1
88113	Fibromyxosarcoma 	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C6496	Myxofibrosarcoma	-1	1
80833	Basaloid squamous cell carcinoma	C32.9	Larynx, NOS	C54244	Basaloid Squamous Cell Carcinoma	5	1
82603	Papillary adenocarcinoma, NOS	C16.1	Fundus of stomach	C4004	Gastric Adenocarcinoma	6	1
95403	Malignant peripheral nerve sheath tumor 	C49.3	thoracic wall	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
89803	Carcinosarcoma, NOS 	C54.0	fallopian tube	C9180	Uterine Corpus Carcinosarcoma	9	1
84403	Cystadenocarcinoma, NOS	C56.9	Ovary	C5228	Ovarian Cystadenocarcinoma	10	1
87203	Malignant melanoma, NOS 	C72.0	Spinal cord	C8711	Non-Cutaneous Melanoma	4	1
89503	Mullerian mixed tumor	C54.2	Myometrium	C3730	Mixed Mesodermal (Mullerian) Tumor	5	1
87713	Epithelioid cell melanoma	C69.4	Ciliary body	C4236	Epithelioid Cell Melanoma	4	1
82553	Adenocarcinoma with mixed subtypes	C16.9	Stomach, NOS	C4004	Gastric Adenocarcinoma	6	1
82003	Adenoid cystic carcinoma	C50.9	Breast, NOS	C2970	Adenoid Cystic Carcinoma	4	2
82003	Adenoid cystic carcinoma	C50.9	Breast, NOS	C5130	Adenoid Cystic Breast Carcinoma	6	2
87303	Amelanotic melanoma 	C44.7	Skin of lower limb and hip	C3802	Amelanotic melanoma 	4	1
83103	Clear cell adenocarcinoma, NOS	C34.1	Upper lobe, lung	C3766	Clear Cell Adenocarcinoma	5	1
87203	Malignant melanoma, NOS 	C69.3	Choroid	C8711	Non-Cutaneous Melanoma	4	1
81733	Hepatocellular carcinoma, spindle cell variant	C22.0	Liver	C3099	Hepatocellular Carcinoma	7	1
82603	Papillary adenocarcinoma, NOS	C18.7	Sigmoid colon	C2853	Papillary Adenocarcinoma	5	1
88211	Aggressive fibromatosis 	C49.3	thoracic wall	C9182	Desmoid-Type Fibromatosis	6	1
80743	Squamous cell carcinoma, spindle cell	C01.9	tongue	C27084	Sarcomatoid Squamous Cell Carcinoma	5	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C71.7	Brain stem	C8851	Diffuse Large B-Cell Lymphoma	9	1
82553	Adenocarcinoma with mixed subtypes	C20.9	Rectum, NOS	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
80703	Squamous cell carcinoma, NOS	C04.0	Anterior floor of mouth	C4041	Floor of mouth squamous cell carcinoma	8	1
80203	Carcinoma, undifferentiated, NOS	C25.0	Head of pancreas	C3692	Undifferentiated Carcinoma	4	1
94003	Astrocytoma,NOS	C71.1	frontal lobe	C60781	Astrocytoma	7	1
80713	Squamous cell carcinoma, keratinizing, NOS	C05.9	Palate, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
80703	Squamous cell carcinoma, NOS	C02.1	Border of tongue	C4648	Tongue squamous cell carcinoma	8	1
80713	Squamous cell carcinoma, keratinizing, NOS	C15.9	Esophagus, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
84413	Serous cystadenocarcinoma, NOS	C48.2	Peritoneum, NOS	C3778	Serous Cystadenocarcinoma	6	1
84803	Mucinous adenocarcinoma	C15.5	Lower third of esophagus	C26712	Mucinous Adenocarcinoma	5	1
83803	Endometrioid adenocarcinoma, NOS	C54.3	Fundus uteri	C6287	Endometrial Endometrioid Adenocarcinoma	12	1
81403	Adenocarcinoma, NOS	C25.8	Overlapping lesion of pancreas	C8294	Pancreatic Adenocarcinoma	7	1
90413	Synovial sarcoma, spindle cell	C49.0	Head, neck	C4277	Spindle Cell Synovial Sarcoma	-1	1
86931	Extra-adrenal paraganglioma, NOS	C49.6	Connective, Subcutaneous and other soft tissues of trunk, NOS	C3309	Extra-Adrenal Paraganglioma	6	1
80703	Squamous cell carcinoma, NOS	C02.2	Ventral surface of tongue, NOS	C4648	Tongue squamous cell carcinoma	8	1
88583	Dedifferentiated liposarcoma 	C49.1	Connective, Subcutaneous and other soft tissues of upper limb and shoulder	C3704	Dedifferentiated Liposarcoma	7	1
89513	Mesodermal mixed tumor	C55.9	Uterus, NOS	C3730	Mixed Mesodermal (Mullerian) Tumor	5	1
85003	Infiltrating duct carcinoma, NOS	C50.8	Overlapping lesion of breast	C4017	Ductal breast carcinoma	6	1
80133	Large cell neuroendocrine carcinoma	C50.9	Breast, NOS	C6875	Large Cell Neuroendocrine Carcinoma	6	1
86933	Extra-adrenal paraganglioma, malignant	C38.3	Mediastinum, NOS	C4219	Malignant Extra-Adrenal Paraganglioma	7	1
87000	Pheochromocytoma, NOS 	C48.0	Retroperitoneum	C3326	Adrenal Gland Pheochromocytoma	7	1
87203	Malignant melanoma, NOS 	C48.2	Peritoneum, NOS	C8711	Non-Cutaneous Melanoma	4	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C49.0	Head, neck	C8851	Diffuse Large B-Cell Lymphoma	9	1
80733	Squamous cell carcinoma, small cell, nonkeratinizing	C34.2	Middle lobe, lung	C65175	Non-Keratinizing Small Cell Squamous Cell Carcinoma	-1	1
81303	Papillary transitional cell carcinoma	C67.3	Anterior wall of bladder	C7383	Bladder Papillary Urothelial Carcinoma	8	1
84903	Signet ring cell carcinoma	C61.9	Prostate gland	C3774	Signet Ring Cell Carcinoma	5	1
80523	Squamous cell papilloma, NOS	C53.9	Cervix uteri	C4102	Papillary Squamous Cell Carcinoma	5	1
86933	Extra-adrenal paraganglioma, malignant	C76.0	Head, face or neck, NOS	C4219	Malignant Extra-Adrenal Paraganglioma	7	1
85811	Thymoma, type A, NOS	C76.1	thorax, NOS	C6454	Thymoma Type A	6	1
81203	Transitional cell carcinoma, NOS	C67.6	Ureteric orifice	C8993	Ureter Carcinoma	7	1
80723	Squamous cell carcinoma, large cell, nonkeratinizing, NOS	C13.9	Hypopharynx, NOS	C65173	Non-Keratinizing Large Cell Squamous Cell Carcinoma	-1	1
88023	Giant cell sarcoma	C64.9	Kidney, NOS	C66759	Giant Cell Sarcoma	-1	1
82463	Neuroendocrine carcinoma, NOS	C25.0	Head of pancreas	C3770	Pancreatic Neuroendocrine Tumor	7	1
88903	Leiomyosarcoma,NOS 	C49.1	Connective, Subcutaneous and other soft tissues of upper limb and shoulder	C3158	Leiomyosarcoma	7	1
87743	Spindle cell melanoma, type B	C69.8	Overlapping lesion of eye and adnexa	C4239	Type B Spindle Cell Melanoma	-1	1
90403	Synovialsarcoma,NOS 	C49.1	Connective, Subcutaneous and other soft tissues of upper limb and shoulder	C3400	Synovial Sarcoma	-1	1
83843	Adenocarcinoma, endocervical type	C53.0	Endocervix	C66951	Adenocarcinoma, Endocervical Type	-1	1
84803	Mucinous adenocarcinoma	C18.5	Splenic flexure of colon	C7966	Colon Mucinous Adenocarcinoma	9	1
80713	Squamous cell carcinoma, keratinizing, NOS	C10.9	Oropharynx, NOS	C4105	Keratinizing Squamous Cell Carcinoma	5	1
83103	Clear cell adenocarcinoma, NOS	C54.1	Endometrium	C3766	Clear Cell Adenocarcinoma	5	1
82553	Adenocarcinoma with mixed subtypes	C54.1	Endometrium	C65197	Lung Adenocarcinoma with Mixed Bronchioloalveolar and Invasive Components	-1	1
80713	Squamous cell carcinoma, keratinizing, NOS	C15.1	Thoracic esophagus	C4105	Keratinizing Squamous Cell Carcinoma	5	1
86931	Extra-adrenal paraganglioma, NOS	C49.5	Connective, Subcutaneous and other soft tissues of pelvis	C3309	Extra-Adrenal Paraganglioma	6	1
84823	Mucinous adenocarcinoma, endocervical type	C53.0	Endocervix	C66953	Mucinous Adenocarcinoma, Endocervical Type	-1	1
87723	Spindle cell melanoma, NOS	C44.6	Skin of upper limb and shoulder	C4237	Spindle Cell Melanoma	4	1
88903	Leiomyosarcoma,NOS 	C54.9	Corpus uteri	C6340	Uterine Corpus Leiomyosarcoma	9	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C48.1	Specified parts of peritoneum	C8851	Diffuse Large B-Cell Lymphoma	9	1
87713	Epithelioid cell melanoma	C18.9	Colon, NOS	C4236	Epithelioid Cell Melanoma	4	1
89503	Mullerian mixed tumor	C54.9	Corpus uteri	C3730	Mixed Mesodermal (Mullerian) Tumor	5	1
88303	Malignant fibrous histiocytoma 	C48.0	Retroperitoneum	C4247	Undifferentiated Pleomorphic Sarcoma	7	1
95403	Malignant peripheral nerve sheath tumor 	C49.0	Head, neck	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
82113	Tubular adenocarcinoma	C16.9	Stomach, NOS	C5473	Gastric Tubular Adenocarcinoma	8	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C76.9	ill-defined	None	None	-1	2
00000	not in ICD-O (e.g. non-neoplastic, reference)	C76.9	ill-defined	C2897	Benign prostatic hyperplasia	-1	2
81443	Adenocarcinoma, intestinal type	C20.9	Rectum, NOS	C4126	Intestinal Type Adenocarcinoma	5	1
97283	Precursor B-cell lymphoblastic lymphoma	C77.9	Lymph node, NOS	C8936	B Lymphoblastic Leukemia/Lymphoma	6	1
97293	Precursor T-cell lymphoblastic lymphoma	C77.9	Lymph node, NOS	C6919	T Lymphoblastic Lymphoma	9	1
98343	Prolymphocytic leukemia, T-cell type	C42.1	Bone marrow	C4752	T-Cell Prolymphocytic Leukemia	7	1
80103	Carcinoma, NOS	C57.0	Fallopian tube	C3867	Fallopian Tube Carcinoma	7	1
80203	Carcinoma, undifferentiated, NOS	C56.9	Ovary	C3692	Undifferentiated Carcinoma	4	1
84413	Serous cystadenocarcinoma, NOS	C54.0	fallopian tube	C40099	Fallopian Tube Serous Adenocarcinoma	9	1
90643	Germinoma	C56.9	Ovary	C3753	Germinoma	4	1
85603	Adenosquamous carcinoma 	C54.1	Endometrium	C114656	Endometrial adenosquamous carcinoma	10	1
98373	Precursor T-cell lymphoblastic leukemia 	C42.1	Bone marrow	C7953	Childhood T acute lymphoblastic leukemia	8	2
98373	Precursor T-cell lymphoblastic leukemia 	C42.1	Bone marrow	C3183	T Acute Lymphoblastic Leukemia	7	2
82543	Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous	C34.9	Lung, NOS	C7270	Mixed Mucinous and Non-Mucinous Bronchioloalveolar Carcinoma	-1	1
87443	Acral lentiginous melanoma, malignant	C44.9	Skin, NOS	C4022	Acral Lentiginous Melanom	-1	1
82513	Alveolar adenocarcinoma	C34.9	Lung, NOS	C2923	Minimally invasive lung adenocarcinoma 	8	1
80313	Giant cell carcinoma	C34.9	Lung, NOS	C4452	Lung giant cell carcinoma	8	1
90503	Mesothelioma, malignant 	C34.9	Lung, NOS	C4456	Malignant Mesothelioma	4	1
94211	Pilocytic astrocytoma 	C72.3	Optic chiasm	C4047	Pilocytic Astrocytoma	8	1
94211	Pilocytic astrocytoma 	C75.3	Pineal gland	C4047	Pilocytic Astrocytoma	8	1
94211	Pilocytic astrocytoma 	C71.5	Ventricle, NOS	C4047	Pilocytic Astrocytoma	8	1
80701	Premalignant squamous epithelium, NOS	C53.9	Cervix uteri	C3792	Squamous Cell Neoplasm	3	1
84413	Serous cystadenocarcinoma, NOS	C57.0	Fallopian tube	C40099	Fallopian Tube Serous Adenocarcinoma	9	1
88113	Fibromyxosarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C6496	Myxofibrosarcoma	-1	2
88113	Fibromyxosarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C45202	Low Grade Fibromyxoid Sarcoma	7	2
89403	Mixedtumor,malignant,NOS 	C16.9	Stomach, NOS	C5250	Gastric Signet Ring Cell Adenocarcinoma	9	1
85623	Adenosquamous carcinoma 	C08.9	Major salivary gland, NOS	C35700	Salivary Gland Myoepithelial Carcinoma	6	2
85623	Adenosquamous carcinoma 	C08.9	Major salivary gland, NOS	C4199	Epithelial-Myoepithelial Carcinoma	4	2
00000	not in ICD-O (e.g. non-neoplastic, reference)	C50.9	Breast, NOS	None	None	-1	2
00000	not in ICD-O (e.g. non-neoplastic, reference)	C50.9	Breast, NOS	C4017	Ductal breast carcinoma	6	2
85303	Inflammatory carcinoma	C50.9	Breast, NOS	C4001	Inflammatory breast carcinoma	6	1
95403	Malignant peripheral nerve sheath tumor 	C72.9	Nervous system, NOS	C3798	Malignant Peripheral Nerve Sheath Tumor	5	1
95400	Neurofibroma, NOS	C72.9	Nervous system, NOS	C3272	Neurofibroma	5	1
88333	Pigmented dermatofibrosarcoma protuberans	C44.9	Skin, NOS	C9430	Pigmented Dermatofibrosarcoma Protuberans	-1	1
