NCIT:C3262	Neoplasm
NCIT:C8905	Stage III Bladder Squamous Cell Carcinoma AJCC v6 and v7
NCIT:C8906	Stage IV Bladder Squamous Cell Carcinoma AJCC v7
NCIT:C4032	Bladder Adenocarcinoma
NCIT:C159542	Bladder Endometrioid Adenocarcinoma
NCIT:C4995	Recurrent Bladder Adenocarcinoma
NCIT:C8894	Stage 0 Bladder Adenocarcinoma AJCC v6 and v7
NCIT:C8895	Stage I Bladder Adenocarcinoma AJCC v6 and v7
NCIT:C8896	Stage II Bladder Adenocarcinoma AJCC v6 and v7
NCIT:C8897	Stage III Bladder Adenocarcinoma AJCC v6 and v7
NCIT:C8898	Stage IV Bladder Adenocarcinoma AJCC v7
NCIT:C7899	Recurrent Bladder Carcinoma
NCIT:C90344	Bladder Cancer by AJCC v6 Stage
NCIT:C7895	Stage 0 Bladder Cancer AJCC v6 and v7
NCIT:C6188	Stage 0 Bladder Urothelial Carcinoma AJCC v6 and v7
NCIT:C7896	Stage I Bladder Cancer AJCC v6 and v7
NCIT:C8899	Stage I Bladder Cancer with Carcinoma In Situ
NCIT:C8901	Stage I Bladder Cancer without Carcinoma In Situ
NCIT:C7897	Stage II Bladder Cancer AJCC v6 and v7
NCIT:C7898	Stage III Bladder Cancer AJCC v6 and v7
NCIT:C7900	Stage IV Bladder Cancer AJCC v6
NCIT:C91202	Bladder Cancer by AJCC v7 Stage
NCIT:C89366	Stage IV Bladder Cancer AJCC v7
NCIT:C7558	Endometrial Carcinoma
NCIT:C114656	Endometrial Adenosquamous Carcinoma
NCIT:C150093	Refractory Endometrial Carcinoma
NCIT:C165287	Refractory Endometrial Squamous Cell Carcinoma
NCIT:C165288	Refractory Endometrial Transitional Cell Carcinoma
NCIT:C165289	Refractory Endometrial Adenocarcinoma
NCIT:C150098	Refractory Endometrial Endometrioid Adenocarcinoma
NCIT:C158378	Refractory Endometrial Serous Adenocarcinoma
NCIT:C158379	Refractory Endometrial Mixed Cell Adenocarcinoma
NCIT:C158380	Refractory Endometrial Clear Cell Adenocarcinoma
NCIT:C165290	Refractory Endometrial Mucinous Adenocarcinoma
NCIT:C165298	Refractory Endometrial Undifferentiated Carcinoma
NCIT:C150094	Recurrent Endometrial Carcinoma
NCIT:C155817	Recurrent Endometrial Undifferentiated Carcinoma
NCIT:C158437	Recurrent Endometrial Adenocarcinoma
NCIT:C132294	Recurrent Endometrial Serous Adenocarcinoma
NCIT:C150097	Recurrent Endometrial Endometrioid Adenocarcinoma
NCIT:C155816	Recurrent Endometrial Clear Cell Adenocarcinoma
NCIT:C155819	Recurrent Endometrial Mixed Cell Adenocarcinoma
NCIT:C165291	Recurrent Endometrial Mucinous Adenocarcinoma
NCIT:C165283	Recurrent Endometrial Squamous Cell Carcinoma
NCIT:C165284	Recurrent Endometrial Transitional Cell Carcinoma
NCIT:C171033	Endometrial Neuroendocrine Carcinoma
NCIT:C126772	Endometrial Large Cell Neuroendocrine Carcinoma
NCIT:C40155	Endometrial Small Cell Carcinoma
NCIT:C40154	Endometrial Transitional Cell Carcinoma
NCIT:C40156	Endometrial Undifferentiated Carcinoma
NCIT:C7359	Endometrial Adenocarcinoma
NCIT:C39749	Type II Endometrial Adenocarcinoma
NCIT:C27838	Endometrial Serous Adenocarcinoma
NCIT:C40152	Serous Endometrial Intraepithelial Carcinoma
NCIT:C8028	Endometrial Clear Cell Adenocarcinoma
NCIT:C40145	Type I Endometrial Adenocarcinoma
NCIT:C40144	Endometrial Mucinous Adenocarcinoma
NCIT:C40149	FIGO Grade 1 Endometrial Mucinous Adenocarcinoma
NCIT:C40150	FIGO Grade 2 Endometrial Mucinous Adenocarcinoma
NCIT:C40151	FIGO Grade 3 Endometrial Mucinous Adenocarcinoma
NCIT:C6287	Endometrial Endometrioid Adenocarcinoma
NCIT:C27839	Endometrial Endometrioid Adenocarcinoma, Secretory Variant
NCIT:C27843	Endometrial Endometrioid Adenocarcinoma with Clear Cell Change
NCIT:C27844	Endometrial Endometrioid Adenocarcinoma with a Poorly Differentiated Carcinomatous Component
NCIT:C27845	Endometrial Endometrioid Adenocarcinoma with an Undifferentiated Carcinomatous Component
NCIT:C27846	Villoglandular Endometrial Endometrioid Adenocarcinoma
NCIT:C27849	Oxyphilic Endometrial Endometrioid Adenocarcinoma
NCIT:C27850	Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells
NCIT:C40146	FIGO Grade 1 Endometrial Endometrioid Adenocarcinoma
NCIT:C40147	FIGO Grade 2 Endometrial Endometrioid Adenocarcinoma
NCIT:C40148	FIGO Grade 3 Endometrial Endometrioid Adenocarcinoma
NCIT:C6290	Endometrial Endometrioid Adenocarcinoma, Variant with Squamous Differentiation
NCIT:C40153	Endometrial Mixed Cell Adenocarcinoma
NCIT:C8719	Endometrial Squamous Cell Carcinoma
NCIT:C8993	Ureter Carcinoma
NCIT:C4830	Ureter Urothelial Carcinoma
NCIT:C140357	Ureter Cancer by AJCC v8 Stage
NCIT:C140360	Stage 0a Ureter Cancer AJCC v8
NCIT:C140363	Stage 0is Ureter Cancer AJCC v8
NCIT:C140366	Stage I Ureter Cancer AJCC v8
NCIT:C140369	Stage II Ureter Cancer AJCC v8
NCIT:C140372	Stage III Ureter Cancer AJCC v8
NCIT:C140375	Stage IV Ureter Cancer AJCC v8
NCIT:C140378	Ureter Cancer by AJCC v7 Stage
NCIT:C6149	Stage 0 Ureter Cancer AJCC v7
NCIT:C4529	Stage 0is Ureter Cancer AJCC v7
NCIT:C6203	Stage 0a Ureter Cancer AJCC v7
NCIT:C6150	Stage I Ureter Cancer AJCC v7
NCIT:C6151	Stage II Ureter Cancer AJCC v7
NCIT:C6152	Stage III Ureter Cancer AJCC v7
NCIT:C6153	Stage IV Ureter Cancer AJCC v7
NCIT:C150516	Recurrent Ureter Urothelial Carcinoma
NCIT:C6156	Infiltrating Ureter Urothelial Carcinoma with Squamous Differentiation
NCIT:C6157	Infiltrating Ureter Urothelial Carcinoma with Glandular Differentiation
NCIT:C6154	Ureter Squamous Cell Carcinoma
NCIT:C6155	Ureter Adenocarcinoma
NCIT:C6159	Ureter Undifferentiated Carcinoma
NCIT:C6176	Ureter Small Cell Carcinoma
NCIT:C9255	Recurrent Ureter Carcinoma
NCIT:C9356	Regional Ureter Carcinoma
NCIT:C9039	Cervical Carcinoma
NCIT:C128045	Cervical Neuroendocrine Carcinoma
NCIT:C40214	Cervical Large Cell Neuroendocrine Carcinoma
NCIT:C7982	Cervical Small Cell Carcinoma
NCIT:C139733	Cervical Cancer by AJCC v8 Stage
NCIT:C139734	Stage I Cervical Cancer AJCC v8
NCIT:C139743	Stage II Cervical Cancer AJCC v8
NCIT:C139749	Stage III Cervical Cancer AJCC v8
NCIT:C139753	Stage IV Cervical Cancer AJCC v8
NCIT:C170513	Refractory Cervical Carcinoma
NCIT:C27675	Human Papillomavirus-Related Cervical Carcinoma
NCIT:C27676	Human Papillomavirus-Related Cervical Squamous Cell Carcinoma
NCIT:C40192	Cervical Papillary Squamous Cell Carcinoma
NCIT:C40191	Cervical Warty Carcinoma
NCIT:C40194	Cervical Squamotransitional Carcinoma
NCIT:C27677	Human Papillomavirus-Related Endocervical Adenocarcinoma
NCIT:C28327	Endocervical Carcinoma
NCIT:C127907	Endocervical Adenocarcinoma, Usual Type
NCIT:C4028	Cervical Squamous Cell Carcinoma, Not Otherwise Specified
NCIT:C136649	Recurrent Cervical Squamous Cell Carcinoma, Not Otherwise Specified
NCIT:C40187	Cervical Keratinizing Squamous Cell Carcinoma
NCIT:C40189	Cervical Basaloid Carcinoma
NCIT:C40190	Cervical Verrucous Carcinoma
NCIT:C40193	Cervical Lymphoepithelioma-Like Carcinoma
NCIT:C7347	Cervical Squamous Cell Carcinoma In Situ
NCIT:C4029	Cervical Adenocarcinoma
NCIT:C127915	Cervical Adenocarcinoma Admixed with Neuroendocrine Carcinoma
NCIT:C136651	Recurrent Cervical Adenocarcinoma
NCIT:C36095	Cervical Mucinous Adenocarcinoma
NCIT:C40203	Cervical Mucinous Adenocarcinoma, Intestinal-Type
NCIT:C40205	Cervical Mucinous Adenocarcinoma, Signet Ring Cell Type
NCIT:C40206	Cervical Mucinous Adenocarcinoma, Minimal Deviation Type
NCIT:C40201	Cervical Serous Adenocarcinoma
NCIT:C40208	Cervical Villoglandular Adenocarcinoma
NCIT:C4520	Cervical Adenocarcinoma In Situ
NCIT:C6343	Cervical Endometrioid Adenocarcinoma
NCIT:C6344	Cervical Clear Cell Adenocarcinoma
NCIT:C4519	Cervical Adenosquamous Carcinoma
NCIT:C136650	Recurrent Cervical Adenosquamous Carcinoma
NCIT:C6345	Cervical Undifferentiated Carcinoma
NCIT:C6346	Cervical Adenoid Cystic Carcinoma
NCIT:C7453	Exocervical Carcinoma
NCIT:C7804	Recurrent Cervical Carcinoma
NCIT:C8577	Infiltrating Cervical Carcinoma
NCIT:C90493	Cervical Cancer by AJCC v6 Stage
NCIT:C4000	Stage 0 Cervical Cancer AJCC v6
NCIT:C7803	Stage II Cervical Cancer AJCC v6
NCIT:C9204	Stage I Cervical Cancer AJCC v6 and v7
NCIT:C9205	Stage III Cervical Cancer AJCC v6 and v7
NCIT:C9206	Stage IV Cervical Cancer AJCC v6 and v7
NCIT:C91208	Cervical Cancer by AJCC v7 Stage
NCIT:C89550	Stage 0 Cervical Cancer AJCC v7
NCIT:C89551	Stage II Cervical Cancer AJCC v7
NCIT:C9061	Penile Carcinoma
NCIT:C118820	Adult Penile Carcinoma
NCIT:C140075	Penile Cancer by AJCC v8 Stage
NCIT:C140076	Stage 0 Penile Cancer AJCC v8
NCIT:C140077	Stage 0is Penile Cancer AJCC v8
NCIT:C140078	Stage 0a Penile Cancer AJCC v8
NCIT:C140079	Stage I Penile Cancer AJCC v8
NCIT:C140080	Stage II Penile Cancer AJCC v8
NCIT:C140084	Stage III Penile Cancer AJCC v8
NCIT:C140087	Stage IV Penile Cancer AJCC v8
NCIT:C27817	Paget Disease of the Penis
NCIT:C39961	Penile Basal Cell Carcinoma
NCIT:C7729	Squamous Cell Carcinoma of the Penis
NCIT:C27682	Human Papillomavirus-Related Squamous Cell Carcinoma of the Penis
NCIT:C159250	Warty-Basaloid Carcinoma of the Penis
NCIT:C159252	Lymphoepithelioma-Like Carcinoma of the Penis
NCIT:C6981	Warty Carcinoma of the Penis
NCIT:C27790	Penile Carcinoma In Situ
NCIT:C6983	Papillary Carcinoma of the Penis
NCIT:C7870	Recurrent Penile Carcinoma
NCIT:C90520	Penile Cancer by AJCC v6 Stage
NCIT:C3643	Stage 0 Penile Cancer AJCC v6
NCIT:C7867	Stage I Penile Cancer AJCC v6
NCIT:C7868	Stage II Penile Cancer AJCC v6
NCIT:C7869	Stage III Penile Cancer AJCC v6
NCIT:C8959	Stage IV Penile Cancer AJCC v6
NCIT:C91234	Penile Cancer by AJCC v7 Stage
NCIT:C89194	Stage 0 Penile Cancer AJCC v7
NCIT:C89195	Stage I Penile Cancer AJCC v7
NCIT:C89196	Stage II Penile Cancer AJCC v7
NCIT:C89197	Stage III Penile Cancer AJCC v7
NCIT:C89198	Stage IV Penile Cancer AJCC v7
NCIT:C9106	Urethral Carcinoma
NCIT:C115210	Distal Urethral Carcinoma
NCIT:C115334	Proximal Urethral Carcinoma
NCIT:C140457	Urethral Cancer by AJCC v8 Stage
NCIT:C140458	Stage 0a Urethral Cancer AJCC v8
NCIT:C140459	Stage 0is Urethral Cancer AJCC v8
NCIT:C140460	Stage I Urethral Cancer AJCC v8
NCIT:C140461	Stage II Urethral Cancer AJCC v8
NCIT:C140462	Stage III Urethral Cancer AJCC v8
NCIT:C140463	Stage IV Urethral Cancer AJCC v8
NCIT:C140464	Urethral Cancer by AJCC v7 Stage
NCIT:C6195	Stage 0 Urethral Cancer AJCC v7
NCIT:C4531	Stage 0is Urethral Cancer AJCC v7
NCIT:C6196	Stage 0a Urethral Cancer AJCC v7
NCIT:C6197	Stage I Urethral Cancer AJCC v7
NCIT:C6198	Stage II Urethral Cancer AJCC v7
NCIT:C6199	Stage III Urethral Cancer AJCC v7
NCIT:C6200	Stage IV Urethral Cancer AJCC v7
NCIT:C6165	Urethral Squamous Cell Carcinoma
NCIT:C39862	Human Papillomavirus-Related Urethral Squamous Cell Carcinoma
NCIT:C39874	Urethral Verrucous Carcinoma
NCIT:C6166	Urethral Urothelial Carcinoma
NCIT:C131218	Recurrent Urethral Urothelial Carcinoma
NCIT:C6167	Urethral Adenocarcinoma
NCIT:C6172	Urethral Clear Cell Adenocarcinoma
NCIT:C7371	Accessory Urethral Gland Carcinoma
NCIT:C39864	Carcinoma of Cowper Glands
NCIT:C39865	Carcinoma of Littre Glands
NCIT:C6168	Urethral Undifferentiated Carcinoma
NCIT:C7508	Recurrent Urethral Carcinoma
NCIT:C9384	Kidney Carcinoma
NCIT:C159224	Kidney Neuroendocrine Carcinoma
NCIT:C116317	Kidney Small Cell Carcinoma
NCIT:C159225	Kidney Large Cell Neuroendocrine Carcinoma
NCIT:C172622	Recurrent Kidney Carcinoma
NCIT:C150519	Recurrent Renal Pelvis Urothelial Carcinoma
NCIT:C162726	Recurrent Kidney Medullary Carcinoma
NCIT:C7825	Recurrent Renal Cell Carcinoma
NCIT:C153590	Recurrent Clear Cell Renal Cell Carcinoma
NCIT:C153595	Recurrent Chromophobe Renal Cell Carcinoma
NCIT:C172623	Refractory Kidney Carcinoma
NCIT:C162727	Refractory Kidney Medullary Carcinoma
NCIT:C165745	Refractory Renal Cell Carcinoma
NCIT:C164236	Refractory Clear Cell Renal Cell Carcinoma
NCIT:C39807	Mucinous Tubular and Spindle Cell Carcinoma of the Kidney
NCIT:C6142	Renal Pelvis Carcinoma
NCIT:C6143	Renal Pelvis Adenocarcinoma
NCIT:C7355	Renal Pelvis Urothelial Carcinoma
NCIT:C140356	Renal Pelvis Cancer by AJCC v8 Stage
NCIT:C140359	Stage 0a Renal Pelvis Cancer AJCC v8
NCIT:C140362	Stage 0is Renal Pelvis Cancer AJCC v8
NCIT:C140365	Stage I Renal Pelvis Cancer AJCC v8
NCIT:C140368	Stage II Renal Pelvis Cancer AJCC v8
NCIT:C140371	Stage III Renal Pelvis Cancer AJCC v8
NCIT:C140374	Stage IV Renal Pelvis Cancer AJCC v8
NCIT:C140377	Renal Pelvis Cancer by AJCC v7 Stage
NCIT:C6144	Stage I Renal Pelvis Cancer AJCC v7
NCIT:C6145	Stage II Renal Pelvis Cancer AJCC v7
NCIT:C6146	Stage III Renal Pelvis Cancer AJCC v7
NCIT:C6147	Stage IV Renal Pelvis Cancer AJCC v7
NCIT:C6193	Stage 0 Renal Pelvis Cancer AJCC v7
NCIT:C4597	Stage 0is Renal Pelvis Cancer AJCC v7
NCIT:C6202	Stage 0a Renal Pelvis Cancer AJCC v7
NCIT:C6148	Renal Pelvis Papillary Urothelial Carcinoma
NCIT:C6186	Infiltrating Renal Pelvis Urothelial Carcinoma, Sarcomatoid Variant
NCIT:C7732	Renal Pelvis Squamous Cell Carcinoma
NCIT:C6194	Collecting Duct Carcinoma
NCIT:C7572	Kidney Medullary Carcinoma
NCIT:C9385	Renal Cell Carcinoma
NCIT:C100051	Renal Cell Carcinoma Associated with Neuroblastoma
NCIT:C140322	Renal Cell Cancer by AJCC v8 Stage
NCIT:C140323	Stage I Renal Cell Cancer AJCC v8
NCIT:C140324	Stage II Renal Cell Cancer AJCC v8
NCIT:C140325	Stage III Renal Cell Cancer AJCC v8
NCIT:C140326	Stage IV Renal Cell Cancer AJCC v8
NCIT:C154494	MiT Family Translocation-Associated Renal Cell Carcinoma
NCIT:C27891	Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions
NCIT:C37872	Renal Cell Carcinoma Associated with t(X;1)(p11.2;q21)
NCIT:C37874	Renal Cell Carcinoma Associated with t(X;1)(p11.2;p34)
NCIT:C37876	Renal Cell Carcinoma Associated with t(X;17)(p11.2;q25)
NCIT:C39802	Renal Cell Carcinoma Associated with inv(X)(p11;q12)
NCIT:C27638	Transplant-Related Renal Cell Carcinoma
NCIT:C27892	Unclassified Renal Cell Carcinoma
NCIT:C27893	Sarcomatoid Renal Cell Carcinoma
NCIT:C39789	Hereditary Renal Cell Carcinoma
NCIT:C36260	Hereditary Clear Cell Renal Cell Carcinoma
NCIT:C9222	Hereditary Papillary Renal Cell Carcinoma
NCIT:C4033	Clear Cell Renal Cell Carcinoma
NCIT:C157614	BAP1-Mutant Clear Cell Renal Cell Carcinoma
NCIT:C35851	Grade 1 Clear Cell Renal Cell Carcinoma
NCIT:C35852	Grade 2 Clear Cell Renal Cell Carcinoma
NCIT:C35853	Grade 3 Clear Cell Renal Cell Carcinoma
NCIT:C35854	Grade 4 Clear Cell Renal Cell Carcinoma
NCIT:C36261	Non-Hereditary Clear Cell Renal Cell Carcinoma
NCIT:C4146	Chromophobe Renal Cell Carcinoma
NCIT:C155951	Chromophobe Renal Cell Carcinoma Associated with Birt-Hogg-Dube Syndrome
NCIT:C27888	Classic Variant of Chromophobe Renal Cell Carcinoma
NCIT:C27889	Eosinophilic Variant of Chromophobe Renal Cell Carcinoma
NCIT:C6568	Childhood Renal Cell Carcinoma
NCIT:C6975	Papillary Renal Cell Carcinoma
NCIT:C27886	Type 1 Papillary Renal Cell Carcinoma
NCIT:C27887	Type 2 Papillary Renal Cell Carcinoma
NCIT:C27890	Sporadic Papillary Renal Cell Carcinoma
NCIT:C90343	Renal Cell Cancer by AJCC v6 Stage
NCIT:C4003	Stage IV Renal Cell Cancer AJCC v6
NCIT:C7823	Stage I Renal Cell Cancer AJCC v6 and v7
NCIT:C7824	Stage II Renal Cell Cancer AJCC v6
NCIT:C9220	Stage III Renal Cell Cancer AJCC v6
NCIT:C91201	Renal Cell Cancer by AJCC v7 Stage
NCIT:C89301	Stage II Renal Cell Cancer AJCC v7
NCIT:C89302	Stage III Renal Cell Cancer AJCC v7
NCIT:C89303	Stage IV Renal Cell Cancer AJCC v7
NCIT:C36076	Malignant Reproductive System Neoplasm
NCIT:C4913	Malignant Female Reproductive System Neoplasm
NCIT:C126498	Malignant Uterine Ligament Neoplasm
NCIT:C102570	Uterine Ligament Adenosarcoma
NCIT:C40135	Uterine Ligament Adenocarcinoma
NCIT:C40136	Uterine Ligament Serous Adenocarcinoma
NCIT:C126479	Broad Ligament Serous Adenocarcinoma
NCIT:C126480	Low Grade Broad Ligament Serous Adenocarcinoma
NCIT:C126481	High Grade Broad Ligament Serous Adenocarcinoma
NCIT:C40137	Uterine Ligament Mucinous Adenocarcinoma
NCIT:C40138	Uterine Ligament Endometrioid Adenocarcinoma
NCIT:C40139	Uterine Ligament Clear Cell Adenocarcinoma
NCIT:C150526	Recurrent Malignant Female Reproductive System Neoplasm
NCIT:C153347	Recurrent Ovarian Carcinosarcoma
NCIT:C153817	Recurrent Malignant Ovarian Transitional Cell Tumor
NCIT:C153818	Recurrent Malignant Ovarian Brenner Tumor
NCIT:C171170	Recurrent Extrarenal Rhabdoid Tumor of the Ovary
NCIT:C7620	Recurrent Female Reproductive System Carcinoma
NCIT:C158421	Recurrent Endometrioid Adenocarcinoma
NCIT:C165269	Recurrent Primary Peritoneal Endometrioid Adenocarcinoma
NCIT:C8087	Recurrent Ovarian Germ Cell Tumor
NCIT:C8261	Recurrent Uterine Corpus Sarcoma
NCIT:C9072	Recurrent Uterine Corpus Cancer
NCIT:C155818	Recurrent Uterine Corpus Carcinosarcoma
NCIT:C9269	Recurrent Malignant Endocervical Neoplasm
NCIT:C150527	Refractory Malignant Female Reproductive System Neoplasm
NCIT:C150092	Refractory Uterine Corpus Cancer
NCIT:C158381	Refractory Uterine Corpus Carcinosarcoma
NCIT:C152048	Refractory Female Reproductive System Carcinoma
NCIT:C171171	Refractory Extrarenal Rhabdoid Tumor of the Ovary
NCIT:C3552	Malignant Uterine Neoplasm
NCIT:C3556	Malignant Uterine Corpus Neoplasm
NCIT:C27815	Malignant Endometrial Neoplasm
NCIT:C40219	Uterine Corpus Endometrial Stromal Sarcoma
NCIT:C126998	Uterine Corpus High Grade Endometrial Stromal Sarcoma
NCIT:C139882	Uterine Corpus Endometrial Stromal Sarcoma by AJCC v8 Stage
NCIT:C139883	Stage I Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
NCIT:C139886	Stage II Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
NCIT:C139887	Stage III Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
NCIT:C139891	Stage IV Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
NCIT:C40223	Uterine Corpus Low Grade Endometrial Stromal Sarcoma
NCIT:C61574	Uterine Corpus Cancer
NCIT:C139801	Uterine Corpus Cancer by AJCC v8 Stage
NCIT:C139802	Stage I Uterine Corpus Cancer AJCC v8
NCIT:C139805	Stage II Uterine Corpus Cancer AJCC v8
NCIT:C139806	Stage III Uterine Corpus Cancer AJCC v8
NCIT:C139812	Stage IV Uterine Corpus Cancer AJCC v8
NCIT:C90494	Uterine Corpus Cancer by AJCC v6 Stage
NCIT:C4006	Stage IV Uterine Corpus Cancer AJCC v6
NCIT:C9071	Stage 0 Uterine Corpus Cancer AJCC v6
NCIT:C9207	Stage I Uterine Corpus Cancer AJCC v6
NCIT:C9208	Stage II Uterine Corpus Cancer AJCC v6
NCIT:C9209	Stage III Uterine Corpus Cancer AJCC v6
NCIT:C91218	Uterine Corpus Cancer by AJCC v7 Stage
NCIT:C89632	Stage 0 Uterine Corpus Cancer AJCC v7
NCIT:C89633	Stage I Uterine Corpus Cancer AJCC v7
NCIT:C89634	Stage II Uterine Corpus Cancer AJCC v7
NCIT:C89635	Stage III Uterine Corpus Cancer AJCC v7
NCIT:C89636	Stage IV Uterine Corpus Cancer AJCC v7
NCIT:C9180	Uterine Corpus Carcinosarcoma
NCIT:C170931	Metastatic Uterine Corpus Carcinosarcoma
NCIT:C6311	Malignant Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm
NCIT:C40182	Uterine Corpus Carcinofibroma
NCIT:C6336	Uterine Corpus Adenosarcoma
NCIT:C139894	Uterine Corpus Adenosarcoma by AJCC v8 Stage
NCIT:C139895	Stage I Uterine Corpus Adenosarcoma AJCC v8
NCIT:C139899	Stage II Uterine Corpus Adenosarcoma AJCC v8
NCIT:C139900	Stage III Uterine Corpus Adenosarcoma AJCC v8
NCIT:C139904	Stage IV Uterine Corpus Adenosarcoma AJCC v8
NCIT:C6339	Uterine Corpus Sarcoma
NCIT:C127058	Uterine Corpus Rhabdomyosarcoma
NCIT:C136708	Uterine Corpus Sarcoma by AJCC v7 Stage
NCIT:C8258	Stage I Uterine Sarcoma AJCC v7
NCIT:C8259	Stage II Uterine Sarcoma AJCC v7
NCIT:C8260	Stage III Uterine Sarcoma AJCC v7
NCIT:C9179	Stage IV Uterine Sarcoma AJCC v7
NCIT:C139869	Uterine Corpus Sarcoma by AJCC v8 Stage
NCIT:C139870	Uterine Corpus Leiomyosarcoma by AJCC v8 Stage
NCIT:C139871	Stage I Uterine Corpus Leiomyosarcoma AJCC v8
NCIT:C139874	Stage II Uterine Corpus Leiomyosarcoma AJCC v8
NCIT:C139875	Stage III Uterine Corpus Leiomyosarcoma AJCC v8
NCIT:C139879	Stage IV Uterine Corpus Leiomyosarcoma AJCC v8
NCIT:C6340	Uterine Corpus Leiomyosarcoma
NCIT:C40174	Uterine Corpus Epithelioid Leiomyosarcoma
NCIT:C40175	Uterine Corpus Myxoid Leiomyosarcoma
NCIT:C42700	Uterine Carcinosarcoma
NCIT:C113238	Uterine Carcinosarcoma, Homologous Type
NCIT:C113239	Uterine Carcinosarcoma, Heterologous Type
NCIT:C36097	Cervical Carcinosarcoma
NCIT:C5385	Uterine Angiosarcoma
NCIT:C128049	Cervical Angiosarcoma
NCIT:C9311	Malignant Cervical Neoplasm
NCIT:C128054	Malignant Cervical Soft Tissue Neoplasm
NCIT:C128047	Cervical Leiomyosarcoma
NCIT:C128048	Cervical Rhabdomyosarcoma
NCIT:C128050	Cervical Malignant Peripheral Nerve Sheath Tumor
NCIT:C40222	Low Grade Endometrioid Stromal Sarcoma of the Cervix
NCIT:C40224	Undifferentiated Endocervical Sarcoma
NCIT:C40225	Cervical Alveolar Soft Part Sarcoma
NCIT:C40229	Cervical Adenosarcoma
NCIT:C128055	Cervical Yolk Sac Tumor
NCIT:C3553	Malignant Endocervical Neoplasm
NCIT:C3554	Malignant Exocervical Neoplasm
NCIT:C40228	Malignant Mixed Epithelial and Mesenchymal Neoplasm of the Cervix
NCIT:C40236	Cervical Wilms Tumor
NCIT:C40239	Cervical Melanoma
NCIT:C6385	Metastatic Malignant Neoplasm in the Uterine Cervix
NCIT:C6334	Metastatic Carcinoma in the Uterine Cervix
NCIT:C3769	Endometrioid Adenocarcinoma
NCIT:C158610	Endometrioid Adenocarcinoma, Variant with Squamous Differentiation
NCIT:C165260	Primary Peritoneal Endometrioid Adenocarcinoma
NCIT:C40035	Adenocarcinofibroma
NCIT:C40034	Ovarian Mucinous Adenocarcinofibroma
NCIT:C40079	Ovarian Clear Cell Adenocarcinofibroma
NCIT:C67092	Ovarian Serous Adenocarcinofibroma
NCIT:C4646	Gestational Choriocarcinoma
NCIT:C40442	Gestational Ovarian Choriocarcinoma
NCIT:C53994	Undifferentiated Stromal Sarcoma
NCIT:C40066	Undifferentiated Ovarian Sarcoma
NCIT:C40272	Vaginal Undifferentiated Sarcoma
NCIT:C7410	Malignant Vaginal Neoplasm
NCIT:C27394	Vaginal Melanoma
NCIT:C6333	Metastatic Malignant Neoplasm in the Vagina
NCIT:C6379	Vaginal Yolk Sac Tumor
NCIT:C7737	Vaginal Sarcoma
NCIT:C128080	Vaginal Rhabdomyosarcoma
NCIT:C40271	Low Grade Endometrioid Stromal Sarcoma of the Vagina
NCIT:C6326	Vaginal Leiomyosarcoma
NCIT:C7431	Malignant Ovarian Neoplasm
NCIT:C165261	Solid Pseudopapillary Neoplasm of the Ovary
NCIT:C171169	Extrarenal Rhabdoid Tumor of the Ovary
NCIT:C3843	Malignant Ovarian Cyst
NCIT:C40021	Ovarian Lymphoma
NCIT:C40026	Malignant Ovarian Epithelial Tumor
NCIT:C40025	Malignant Ovarian Serous Tumor
NCIT:C40033	Malignant Ovarian Mucinous Tumor
NCIT:C40051	Malignant Ovarian Endometrioid Tumor
NCIT:C9192	Ovarian Carcinosarcoma
NCIT:C170933	Metastatic Ovarian Carcinosarcoma
NCIT:C40077	Malignant Ovarian Clear Cell Tumor
NCIT:C40089	Malignant Ovarian Transitional Cell Tumor
NCIT:C4270	Malignant Ovarian Brenner Tumor
NCIT:C40443	Ovarian Wilms Tumor
NCIT:C40444	Ovarian Malignant Mesothelioma
